EIN,FisYr,NAME,STATE,zip5,SUBSECCD,hospfclt_cnt,hrow,fclt_num,fclty_name,fclty_zip,type_of_fclty,chna_cndct,chna_descr,nds_assmnt_cndct,tk_into_acct,oth_fclt,chna_wdly_avlbl,chna_public,nds_addrssd,all_nds_addrssd,org_incr_exc_tx,fil_4720_rprt_exc_tx,exc_rprt_4720_all_amt,elgbl_crtr_explnd,uss_fpg_fr,fpg_fr_pct,uss_fpg_dscntd,fpg_dscnt_pct,explns_bss,bss_for_amts,explns_applctn_mthd,inclds_pblcty_msrs,how_msrs_pblczd,actns_nnpymnt,nnpymnt_actn_mthds,coll_acty,coll_acty_mthds,pre_coll_acty,nndscrm_emrgncy_cr_plcy,rsn_no_nndscrm_plcy,max_amt_dtrmnd,amt_gnrlly_blld,gr_chrg
"540505913","2012","BATH COMMUNITY HOSPITAL","VA","24445","03","1","2","1","BATH COUNTY COMMUNITY HOSPITAL","24445","1257","Y","123456789","12","Y","Y","Y","23","13578","Y","N","N","0","Y","Y","100","Y","400","Y","1234567","Y","Y","456","Y","123","Y","123","234","Y","","3","Y","Y"
"596031176","2013","HOLMES COUNTY HOSPITAL CORPORATION","FL","32425","03","1","2","1","HOLMES COUNTY HOSPITAL CORPORATION","32425","1257","Y","123456789","12","Y","Y","Y","12","378","Y","N","N","0","Y","Y","200","Y","","Y","1","Y","Y","6","Y","","Y","","","Y","","4","Y","Y"
"582510435","2013","JASPER HEALTH SERVICES INC","GA","31061","03","1","2","1","JASPER MEMORIAL HOSPITAL","31064","12579","Y","12345678","12","Y","Y","Y","1","178","Y","N","N","0","Y","Y","125","Y","250","Y","1","Y","Y","4567","Y","","Y","","","Y","","4","Y","Y"
"060966963","2013","Natchaug Hospital Inc","CT","06226","03","1","2","1","Natchaug Hospital","6250","1","Y","123456789","11","Y","Y","Y","123","12578","Y","N","N","0","Y","Y","250","Y","400","Y","13456","Y","Y","13467","Y","","Y","","135","Y","","24","Y","Y"
"431960221","2013","WEST VALLEY HOSPITAL","OR","97338","03","1","2","1","WEST VALLEY HOSPITAL","97338","157","Y","123456789","12","Y","Y","Y","12","123456789","Y","N","N","0","Y","Y","200","Y","400","Y","123456","Y","Y","123456","Y","","Y","","1234","Y","","4","Y","Y"
"061422973","2013","MOUNT SINAI REHABILITATION HOSPITAL INC","CT","06105","03","1","2","1","MOUNT SINAI REHABILITATION HOSPITAL","6112","1","Y","12345789","11","Y","Y","Y","12","12678","Y","N","N","0","Y","Y","200","Y","250","Y","5","Y","Y","234567","Y","","Y","","","Y","","3","Y","Y"
"721479692","2012","SPRINGHILL MEDICAL SERVICES INC","LA","71075","03","4","5","5","SPRINGHILL HOMECARE","71075","9","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","","Y","","Y","","Y","Y","","Y","","Y","","","Y","","","Y","Y"
"721479692","2012","SPRINGHILL MEDICAL SERVICES INC","LA","71075","03","4","6","3","NORTH WEBSTER MEDICAL CLINIC","71071","9","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","100","Y","200","Y","123456","Y","Y","356","Y","1","Y","1","","Y","","","Y","Y"
"721479692","2012","SPRINGHILL MEDICAL SERVICES INC","LA","71075","03","4","7","2","SMC DOCTORS CLINIC","71071","9","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","100","Y","200","Y","123456","Y","Y","356","Y","1","Y","1","1234","Y","","","Y","Y"
"721479692","2012","SPRINGHILL MEDICAL SERVICES INC","LA","71075","03","4","8","1","SPRINGHILL MEDICAL CENTER","71075","127","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","100","Y","200","Y","123456","Y","Y","356","Y","1","Y","1","1234","Y","","","Y","Y"
"826000422","2013","WALTER KNOX MEMORIAL HOSPITAL","ID","83617","03","1","2","1","WALTER KNOX MEMORIAL HOSPITAL","83617","1257","Y","1234567890","12","Y","Y","Y","1","3","Y","N","N","0","Y","Y","100","Y","150","Y","156","Y","Y","346","Y","123","Y","","34","Y","","2","Y","Y"
"591987355","2013","MARINERS HOSPITAL INC","FL","33070","03","1","2","1","MARINERS HOSPITAL","33070","1257","Y","12345678","12","Y","Y","Y","12","1","Y","N","N","0","Y","Y","300","Y","300","Y","123456","Y","Y","1256","Y","","Y","","1234","Y","","4","Y","Y"
"560525657","2013","ALLEGHANY COUNTY MEMORIAL HOSPITAL INC","NC","28675","03","1","2","1","ALLEGHANY MEMORIAL HOSPITAL","28675","1257","Y","12345678","11","Y","Y","Y","3","13478","Y","N","N","0","Y","Y","100","Y","200","Y","13456","Y","Y","16","Y","","Y","","","Y","","2","Y","Y"
"540480606","2013","CARILION FRANKLIN MEMORIAL HOSPITAL","VA","24025","03","1","2","1","Carilion Franklin Memorial Hospital","24151","127","Y","123456789","12","Y","Y","Y","123","13579","Y","N","N","0","Y","Y","133","Y","400","Y","12358","Y","Y","16","Y","1","Y","1","34","Y","","4","Y","Y"
"540549603","2013","CARILION GILES COMMUNITY HOSPITAL","VA","24025","03","1","2","1","Carilion Giles Community Hospital","24134","1257","Y","12345678","11","Y","Y","Y","12","123478","Y","N","N","0","Y","Y","133","Y","400","Y","12358","Y","Y","16","Y","1","Y","1","34","Y","","4","Y","Y"
"010234189","2013","Northern Maine Medical Center","ME","04743","03","2","2","2","Forest Hill","4743","89","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","100","Y","200","Y","123456","Y","Y","356","Y","1","Y","1","1234","Y","","","Y","Y"
"010234189","2013","Northern Maine Medical Center","ME","04743","03","2","3","1","Northern Maine Medical Center","4743","127","Y","123456780","11","Y","Y","Y","23","1789","Y","N","N","0","Y","Y","200","Y","250","Y","1","Y","Y","346","Y","","Y","","1234","Y","","4","Y","Y"
"750703337","2013","Parmer County Community Hospital","TX","79035","03","1","2","1","Parmer County Community Hospital Inc","79035","1579","Y","123456","12","Y","Y","Y","123","1279","Y","N","N","0","Y","Y","200","Y","200","Y","1358","Y","Y","167","Y","","Y","","1234","Y","","1","Y","Y"
"546074580","2013","CARILION TAZEWELL COMMUNITY HOSPITAL","VA","24025","03","1","2","1","Carilion Tazewell Community Hospital","24651","127","Y","12345678","12","Y","Y","Y","123","123478","Y","N","N","0","Y","Y","133","Y","400","Y","12358","Y","Y","16","Y","1","Y","1","34","Y","","4","Y","Y"
"540568001","2013","CARILION STONEWALL JACKSON HOSPITAL","VA","24025","03","1","2","1","Carilion Stonewall Jackson Hospital","24450","1257","Y","123456789","11","Y","Y","Y","12","123457","Y","N","N","0","Y","Y","133","Y","400","Y","12358","Y","Y","16","Y","1","Y","1","34","Y","","4","Y","Y"
"570342027","2013","CANNON MEMORIAL HOSPITAL","SC","29671","03","1","2","1","CANNON MEMORIAL HOSPITAL","29671","127","Y","123456789","12","Y","Y","Y","1","1678","Y","N","N","0","Y","Y","100","Y","200","Y","1234","Y","Y","67","Y","","Y","","","Y","","4","Y","Y"
"560600035","2013","OUR COMMUNITY HOSPITAL INC","NC","27874","03","1","2","1","OUR COMMUNITY HOSPITAL","27874","157","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","200","Y","200","Y","136","Y","Y","156","Y","","Y","","","Y","","1","Y","Y"
"340714643","2013","BELMONT COMMUNITY HOSPITAL","OH","43906","03","1","2","1","BELMONT COMMUNITY HOSPITAL","43906","127","Y","123456789","12","Y","Y","Y","12","128","Y","N","N","0","Y","Y","200","Y","400","Y","1","Y","Y","36","Y","1","Y","1","3","Y","","4","Y","Y"
"620988604","2013","MACON HOSPITAL INC","TN","37083","03","1","1","1","MACON HOSPITAL INC","37083","157","Y","123456779","2012","Y","Y","Y","12","12","Y","Y","Y","0","Y","Y","100","Y","100","Y","145","Y","Y","23456","Y","12","Y","","134","Y","","2","Y","Y"
"646010402","2012","WINSTON COUNTY MEDICAL FOUNDATION","MS","39339","03","1","2","1","Winston County Comm Hospital","39339","127","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","150","Y","","Y","156","Y","Y","34","Y","","Y","12","12","Y","","","Y","Y"
"390845590","2013","MEMORIAL HOSPITAL OF BOSCOBEL","WI","53805","03","1","2","1","MEMORIAL HOSPITAL OF BOSCOBEL","53805","1257","Y","123456789","12","Y","Y","Y","12","3789","Y","N","N","0","Y","Y","300","Y","300","Y","12345","Y","Y","156","Y","12","Y","12","1234","Y","","4","Y","Y"
"030183721","2013","Windsor Hospital Corporation","VT","05089","03","1","2","1","Windsor Hospital Corporation","5089","12579","Y","1234678","12","Y","Y","Y","123","1234578","Y","N","N","0","Y","Y","200","Y","300","Y","12345","Y","Y","16","Y","","Y","","34","Y","","3","Y","Y"
"640926753","2013","Marion Regional Medical Center Inc","MS","38801","03","1","2","1","Marion Regional Medical Center","35570","1","Y","1245670","12","Y","Y","Y","23","125678","Y","N","N","0","Y","Y","74","Y","","Y","12345","Y","Y","12346","Y","","Y","","123","Y","","2","Y","Y"
"640751410","2013","Pontotoc Health Services Inc","MS","38801","03","1","2","1","Pontotoc Health Services Inc","38863","15","Y","1245670","12","Y","Y","Y","23","125678","Y","N","N","0","Y","Y","74","Y","","Y","12345","Y","Y","12346","Y","","Y","","123","Y","","2","Y","Y"
"810303913","2012","COMMUNITY HOSPITAL OF ANACONDA","MT","59711","03","1","2","1","COMMUNITY HOSPITAL OF ANACONDA","59711","12579","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","130","Y","220","Y","12","Y","Y","1456","Y","","Y","","1234","Y","","1","Y","Y"
"570468486","2013","WILLIAMSBURG REGIONAL HOSPITAL","SC","29556","03","1","2","1","WILLIAMSBURG REGIONAL HOSPITAL","29556","15","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","200","Y","200","Y","","Y","Y","67","Y","15","Y","15","34","Y","","4","Y","Y"
"640741047","2013","Tishomingo Health Services Inc","MS","38801","03","1","2","1","Tishomingo Health Services","38852","1","Y","1245670","12","Y","Y","Y","23","125678","Y","N","N","0","Y","Y","74","Y","","Y","12345","Y","Y","12346","Y","","Y","","123","Y","","2","Y","Y"
"640668465","2013","Clay County Medical Corporation","MS","38801","03","1","2","1","Clay County Medical Corporation","39773","1","Y","1245670","12","Y","Y","Y","23","125678","Y","N","N","0","Y","Y","74","Y","","Y","12345","Y","Y","12346","Y","","Y","","123","Y","","2","Y","Y"
"592425149","2013","Jay Hospital Inc","FL","32522","03","1","2","1","JAY HOSPITAL","32565","127","Y","12345678","12","Y","Y","Y","12","12345678","Y","N","N","0","Y","Y","200","Y","400","Y","123456","Y","Y","136","Y","","Y","","1234","Y","","3","Y","Y"
"640819193","2013","Webster Health Services Inc","MS","38801","03","1","2","1","Webster Health Services","39744","1","Y","1245670","12","Y","Y","Y","23","125678","Y","N","N","0","Y","Y","74","Y","","Y","12345","Y","Y","12346","Y","","Y","","123","Y","","2","Y","Y"
"560603900","2013","ASHE MEMORIAL HOSPITAL INC","NC","28640","03","1","1","1","ASHE MEMORIAL HOSPITAL","28640","12579","Y","123456789","2012","Y","Y","Y","12","12345678","Y","Y","Y","0","Y","Y","150","Y","250","Y","1234567","Y","Y","123456","Y","13","Y","13","1234","Y","","3","Y","Y"
"264626264","2013","ST MARTIN HOSPITAL INC","LA","70517","03","1","2","1","ST MARTIN HOSPITAL INC","70517","157","Y","1234567890","12","Y","Y","Y","1","125678","Y","N","N","0","Y","Y","100","Y","200","Y","1","Y","Y","6","Y","","Y","","","Y","","4","Y","Y"
"431656689","2013","COX-MONETT HOSPITAL INC","MO","65708","03","1","2","1","COX-MONETT HOSPITAL INC","65708","1257","Y","123456789","12","Y","Y","Y","123","1378","Y","N","N","0","Y","Y","","Y","300","Y","123","Y","Y","1234567","Y","","Y","","134","Y","","2","Y","Y"
"631143638","2013","ESCAMBIA COUNTY ALABAMA COMMUNITY HOSPITALS INC","FL","32522","03","1","2","1","Atmore Community Hospital","36502","127","Y","12345678","12","Y","Y","Y","12","12345678","Y","N","N","0","Y","Y","200","Y","400","Y","123456","Y","Y","136","Y","","Y","","1234","Y","","3","Y","Y"
"060655131","2013","Masonicare Health Center","CT","06492","03","1","2","1","Masonicare Health Center","6492","1","Y","2458","11","Y","Y","Y","23","1237","Y","Y","Y","0","Y","Y","150","Y","150","Y","18","Y","Y","6","Y","23","Y","23","3","Y","1","","Y","Y"
"396089134","2013","WILD ROSE COMMUNITY MEMORIAL HOSPITAL INC","WI","54984","03","1","2","1","WILD ROSE COMMUNITY MEMORIAL HOSPITAL","54984","1257","Y","123456789","12","Y","Y","Y","1","123478","Y","Y","Y","0","Y","Y","150","Y","300","Y","124567","Y","Y","457","Y","","Y","","1234","Y","","3","Y","Y"
"030177161","2013","Carlos G Otis Health Care Center","VT","05353","03","1","2","1","Grace Cottage Hospital","5353","1257","Y","123456789","12","Y","Y","Y","12","9","Y","Y","Y","0","Y","Y","100","Y","200","Y","1","Y","Y","16","Y","","Y","","","Y","","4","Y","Y"
"410724034","2013","KITTSON MEMORIAL HOSPITAL","MN","56728","03","1","2","1","KITTSON MEMORIAL HEALTHCARE CENTER","56728","1257","Y","123456789","12","Y","Y","Y","12","1234578","Y","N","N","0","Y","Y","100","Y","250","Y","123","Y","Y","3456","Y","","Y","","123","Y","","4","Y","Y"
"061745397","2013","OCONTO HOSPITAL AND MEDICAL CENTER","WI","54153","03","1","2","1","OCONTO HOSPITAL & MEDICAL CENTER INC","54153","157","Y","12345678","12","Y","Y","Y","123","12678","Y","Y","Y","0","Y","Y","200","Y","400","Y","1235","Y","Y","12346","Y","1","Y","","","Y","","4","Y","Y"
"391657627","2013","BELLIN PSYCHIATRIC CENTER","WI","54305","03","1","2","1","BELLIN PSYCHIATRIC CENTER INC","54305","1","Y","123456789","11","Y","Y","Y","123","1234578","Y","Y","Y","0","Y","Y","200","Y","400","Y","1235","Y","Y","12346","Y","1","Y","","","Y","","4","Y","Y"
"593202547","2013","BAKER COUNTY MEDICAL SERVICES INC","FL","32063","03","1","2","1","ED FRASER MEMORIAL HOSPITAL","32063","1279","Y","1234567890","11","Y","Y","Y","23","123478","Y","Y","Y","0","Y","Y","200","Y","","Y","16","Y","Y","12346","Y","","Y","","13","Y","","3","Y","Y"
"480663711","2013","MERCY HOSPITAL INC","KS","67107","03","1","2","1","MERCY HOSPITAL INC","67107","127","Y","12345678","13","Y","Y","Y","12","1347","Y","Y","Y","0","Y","Y","125","Y","200","Y","1234","Y","Y","16","Y","","Y","","","Y","","4","Y","Y"
"251302760","2012","PLEASANT RIDGE MANOR","PA","16417","03","1","2","1","PLEASANT RIDGE MANOR","16417","9","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","","Y","","Y","","Y","Y","","Y","","Y","","","Y","","","Y","Y"
"610510934","2013","JAMES B HAGGIN MEMORIAL HOSPITAL INC","KY","40330","03","1","2","1","JAMES B HAGGIN MEMORIAL HOSPITAL","40330","1257","Y","123456789","12","Y","Y","Y","12","12678","Y","Y","Y","0","Y","Y","100","Y","300","Y","12","Y","Y","1245","Y","","Y","","","Y","","1","Y","Y"
"381474929","2013","HURON MEMORIAL HOSPITAL","MI","48413","03","1","2","1","HURON MEMORIAL HOSPITAL","48413","127","Y","12345678","12","Y","Y","Y","12","128","Y","N","N","0","Y","Y","200","Y","200","Y","14","Y","Y","6","Y","","Y","","134","Y","","4","Y","Y"
"460255944","2013","Mobridge Regional Hospital","SD","57601","03","1","2","1","Mobridge Regional Hospital","57601","1257","Y","123456","12","Y","Y","Y","12","1789","Y","Y","Y","0","Y","Y","","Y","300","Y","1234","Y","Y","23467","Y","","Y","","1345","Y","","4","Y","Y"
"410808719","2013","ELY-BLOOMENSON COMMUNITY HOSPITAL AND NURSING HOME CORPORATI","MN","55731","03","1","2","1","ELY-BLOOMENSON COMMUNITY HOSPITAL & NURS","55731","1257","Y","123456789","12","Y","Y","Y","123","12345678","Y","N","N","0","Y","Y","100","Y","133","Y","","Y","Y","26","Y","","Y","","234","Y","","4","Y","Y"
"453765471","2013","THE MEDICAL CENTER OF PEACH COUNTY INC","GA","31201","03","1","2","1","THE MEDICAL CENTER OF PEACH COUNTY INC","31008","57","Y","123456789","12","Y","Y","Y","12","12345678","Y","Y","Y","0","Y","Y","120","Y","200","Y","12456","Y","Y","67","Y","","Y","","1234","Y","","4","Y","Y"
"581393820","2012","HOSPICE SAVANNAH INC","GA","31416","03","1","2","1","HOSPICE SAVANNAH INC","31406","9","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","","Y","","Y","12","Y","Y","5","Y","5","Y","","","Y","4","4","Y","Y"
"610391376","2013","CRITTENDEN COUNTY HOSPITAL INC","KY","42064","03","1","2","1","CRITTENDEN HEALTH SYSTEMS","42064","127","Y","12345678","12","Y","Y","Y","12","123478","Y","Y","Y","0","Y","Y","300","Y","","Y","1235","Y","Y","6","Y","","Y","","134","Y","","4","Y","Y"
"550462730","2013","Community Health Association dba Jackson General Hospital","WV","25271","03","1","2","1","Jackson General Hospital","25271","1257","Y","123456789","11","Y","Y","Y","12","1234678","Y","Y","Y","0","Y","Y","200","Y","","Y","134567","Y","Y","67","Y","","Y","","12345","Y","","4","Y","Y"
"273128197","2013","Highland-Clarksburg Hospital Inc","WV","26301","03","1","2","1","Highland-Clarksburg Hospital Inc","26301","9","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","","Y","","Y","","Y","Y","","Y","","Y","","","Y","","","Y","Y"
"042156082","2013","FRANCISCAN HOSPITAL FOR CHILDREN INC","MA","02135","03","1","2","1","FRANCISCAN HOSPITAL FOR CHILDREN INC","2135","1349","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","400","Y","1467","Y","Y","6","Y","5","Y","5","1234","Y","4","1","Y","Y"
"550392395","2013","Highland Hospital Association","WV","25304","03","1","2","1","Highland Hospital Association","25304","19","Y","12345678","12","Y","Y","Y","12","37","Y","Y","Y","0","Y","Y","100","Y","200","Y","15","Y","Y","6","Y","","Y","","1234","Y","1","4","Y","Y"
"352258075","2013","SHELTERING ARMS HOSPITAL SOUTH INC","VA","23116","03","1","1","1","SHELTERING ARMS HOSPITAL SOUTH INC","23114","19","Y","123456789","12","Y","Y","Y","12","1","Y","Y","Y","0","Y","Y","200","Y","350","Y","1234567","Y","Y","12456","Y","1","Y","","1234","Y","1","1","Y","Y"
"540505955","2013","SHELTERING ARMS HOSPITAL","VA","23116","03","1","2","1","SHELTERING ARMS HOSPITAL","23116","19","Y","123456789","12","Y","Y","Y","12","1","Y","N","N","0","Y","Y","200","Y","350","Y","1234567","Y","Y","12456","Y","1","Y","","1234","Y","1","3","Y","Y"
"481226976","2013","GREAT PLAINS OF ELLINWOOD INC","KS","67206","03","1","2","1","ELLINWOOD DISTRICT HOSPITAL","67526","1257","Y","123456789","13","Y","Y","Y","12","1378","Y","Y","Y","0","Y","Y","100","Y","200","Y","1235","Y","Y","36","Y","","Y","","1234","Y","","4","Y","Y"
"611388556","2013","EMHFL INC","KY","40422","03","1","2","1","EMHFL INC","40484","1257","Y","1234567890","11","Y","Y","Y","123","12345678","Y","N","N","0","Y","Y","125","Y","300","Y","1234","Y","Y","13456","Y","","Y","","1234","Y","","4","Y","Y"
"481226977","2013","GREAT PLAINS OF REPUBLIC COUNTY INC","KS","67206","03","1","2","1","GREAT PLAINS OF REPUBLIC COUNTY INC","66935","1257","Y","123456789","13","Y","Y","Y","12","13578","Y","Y","Y","0","Y","Y","100","Y","200","Y","123456","Y","Y","2346","Y","","Y","","1234","Y","","4","Y","Y"
"560509400","2013","HIGHLANDS-CASHIERS HOSPITAL INC","NC","28741","03","1","2","1","HIGHLANDS CASHIERS HOSPITAL","28714","12579","Y","1234578","12","Y","Y","Y","12","123478","Y","Y","Y","0","Y","Y","200","Y","200","Y","","Y","Y","","Y","","Y","","","Y","","","Y","Y"
"840586742","2012","TRINIDAD AREA HEALTH ASSOCIATION","CO","81082","03","1","2","1","TRINIDAD AREA HEALTH ASSOCIATION","81082","1257","Y","12345789","12","Y","Y","Y","12","123478","Y","Y","Y","0","Y","Y","100","Y","100","Y","1234567","Y","Y","23456","Y","123","Y","123","","Y","","4","Y","Y"
"481226856","2013","GREAT PLAINS OF OTTAWA COUNTY INC","KS","67206","03","1","2","1","OTTAWA COUNTY HEALTH CENTER","67467","1257","Y","123456789","13","Y","Y","Y","12","13578","Y","Y","Y","0","Y","Y","100","Y","200","Y","1235","Y","Y","2346","Y","","Y","","1234","Y","","4","Y","Y"
"470482234","2013","CHADRON COMMUNITY HOSPITAL CORPORATION","NE","69337","03","1","2","1","CHADRON COMMUNITY HOSPITAL","69337","1257","Y","123456789","12","Y","Y","Y","","","Y","Y","Y","0","Y","Y","","Y","","Y","","Y","Y","","Y","","Y","","","Y","","","Y","Y"
"420738969","2013","COMMUNITY HOSPITAL INC","IA","51640","03","1","2","1","COMMUNITY HOSPITAL INC","51640","1257","Y","1235789","12","Y","Y","Y","12","1237","Y","Y","Y","0","Y","Y","200","Y","201","Y","123","Y","Y","236","Y","","Y","","5","Y","","4","Y","Y"
"621448752","2013","COPPER BASIN COMMUNITY HOSPITAL INC","TN","37317","03","1","2","1","COPPER BASIN COMMUNITY HOSPITAL INC","37317","157","Y","123456789","11","Y","Y","Y","2","12345678","Y","Y","Y","0","Y","Y","100","Y","250","Y","135678","Y","Y","3456","Y","","Y","","1234","Y","","4","Y","Y"
"383161753","2013","BAY SPECIAL CARE HOSPITAL","MI","48708","03","1","2","1","BAY SPECIAL CARE HOSPITAL","48708","19","Y","12345678","12","Y","Y","Y","12","1234578","Y","Y","Y","0","Y","Y","200","Y","200","Y","1234567","Y","Y","346","Y","","Y","","14","Y","","3","Y","Y"
"042133860","2013","FAIRVIEW HOSPITAL","MA","01201","03","1","2","1","FAIRVIEW HOSPITAL","1230","1257","Y","12345678","11","Y","Y","Y","12","12345678","Y","N","N","0","Y","Y","200","Y","400","Y","1345","Y","Y","2346","Y","","Y","","","Y","","4","Y","Y"
"383452303","2013","LAKELAND SPECIALTY HOSPITAL AT BERRIEN CENTER","MI","49085","03","1","2","1","LAKELAND SPECIALTY HOSPITAL AT BERRIEN C","49102","12","Y","12345678","12","Y","Y","Y","123","34578","Y","Y","Y","0","Y","Y","150","Y","225","Y","1235","Y","Y","67","Y","","Y","","5","Y","","4","Y","Y"
"582018658","2013","LANIER HEALTH SERVICES INC","GA","31635","03","1","2","1","LOUIS SMITH MEMORIAL HOSPITAL","31635","12579","Y","1234567890","13","Y","Y","Y","12","1267","Y","N","N","0","Y","Y","125","Y","200","Y","1346","Y","Y","3456","Y","","Y","","14","Y","","1","Y","Y"
"363311936","2012","STEVENS COMMUNITY MEDICAL CENTER","MN","56267","03","1","2","1","STEVENS COMMUNITY MEDICAL CENTER","56267","1257","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","100","Y","190","Y","12345678","Y","Y","67","Y","","Y","","1234","Y","","4","Y","Y"
"840447998","2012","LOWER VALLEY HOSPITAL ASSOCIATION","CO","81521","03","1","2","1","Family Health West Hospital","81521","1259","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","","Y","","Y","","Y","Y","","Y","","Y","","","Y","","","Y","Y"
"630047680","2013","COMMUNITY HOSPITAL INC","AL","36078","03","1","2","1","COMMUNITY HOSPITAL INC","36078","127","Y","12345678","12","Y","Y","Y","12","12345678","Y","Y","Y","0","Y","Y","100","Y","100","Y","13456","Y","Y","123456","Y","","Y","","1234","Y","","4","Y","Y"
"350877575","2013","GIBSON GENERAL HOSPITAL INC","IN","47670","03","1","2","1","GIBSON GENERAL HOSPITAL INC","47670","17","Y","12345678","12","Y","Y","Y","12","1378","Y","N","N","0","Y","Y","100","Y","100","Y","12","Y","Y","6","Y","12","Y","12","1234","Y","","4","Y","Y"
"560629325","2013","SWAIN COUNTY HOSPITAL INC","NC","28713","03","1","2","1","SWAIN COUNTY HOSPITAL INC","38713","157","Y","123456789","12","Y","Y","Y","12","12345678","Y","N","N","0","Y","Y","150","Y","300","Y","124","Y","Y","12346","Y","","Y","","","Y","","4","Y","Y"
"610420440","2013","HARRISON MEMORIAL HOSPITAL INC","KY","41031","03","1","2","1","HARRISON MEMORIAL HOSPITAL","41031","127","Y","123456789","11","Y","Y","Y","1","12345678","Y","N","N","0","Y","Y","150","Y","150","Y","1234567","Y","Y","67","Y","12","Y","12","34","Y","","3","Y","Y"
"630920915","2013","PICKENS COUNTY MEDICAL CENTER INC","AL","35447","03","1","2","1","PICKENS COUNTY MEDICAL CENTER INC","35447","1279","Y","123456789","12","Y","Y","Y","3","","Y","N","N","0","Y","Y","200","Y","200","Y","1","Y","Y","2346","Y","12","Y","12","3","Y","","4","Y","Y"
"381368745","2013","LAKELAND COMMUNITY HOSPITAL WATERVLIET","MI","49098","03","1","2","1","LAKELAND COMMUNITY HOSPITAL WATERVLIET","49098","127","Y","12345678","12","Y","Y","Y","123","34578","Y","N","N","0","Y","Y","150","Y","250","Y","","Y","Y","167","Y","","Y","","1234","Y","","4","Y","Y"
"314413259","2013","SELBY GENERAL HOSPITAL","OH","45750","03","1","2","1","SELBY GENERAL HOSPITAL","45750","257","Y","123456789","11","Y","Y","Y","2","12356789","Y","N","N","0","Y","Y","100","Y","200","Y","137","Y","Y","123456","Y","","Y","12","124","Y","","4","Y","Y"
"630459034","2013","THE EYE FOUNDATION INC","AL","35233","03","1","1","1","CALLAHAN EYE HOSPITAL","35233","1247","Y","12345","2013","Y","Y","Y","12","1","Y","Y","Y","0","Y","Y","200","Y","400","Y","1","Y","Y","4","Y","12","Y","12","134","Y","","4","Y","Y"
"010829282","2013","GOOD SHEPHERD MEDICAL CENTER-LINDEN","TX","75563","03","1","2","1","GSMC-LINDEN INC","75563","157","Y","123456789","12","Y","Y","Y","1","7","Y","N","N","0","Y","Y","100","Y","500","Y","1234","Y","Y","6","Y","","Y","","134","Y","","4","Y","Y"
"237169376","2013","PAWHUSKA HOSPITAL INC","OK","74056","03","1","2","1","PAWHUSKA HOSPITAL INC","74056","1257","Y","1234567890","","Y","Y","Y","123","136789","Y","N","N","0","Y","Y","100","Y","200","Y","123456","Y","Y","56","Y","","Y","","","Y","","3","Y","Y"
"941502014","2013","SOUTHERN MONTEREY COUNTY MEMORIAL HOSP","CA","93930","03","1","2","1","GEORGE L MEE MEMORIAL HOSPITAL","93930","127","Y","123456789","12","Y","Y","Y","2","5678","Y","N","N","0","Y","Y","100","Y","200","Y","1234567","Y","Y","12346","Y","12","Y","1","1234","Y","","4","Y","Y"
"510473471","2013","McLeod Medical Center - Dillon","SC","29502","03","1","2","1","McLeod Medical Center - Dillon","29536","127","Y","123456789","12","Y","Y","Y","12","12345678","Y","N","N","0","Y","Y","200","Y","300","Y","1","Y","Y","1","Y","","Y","","","Y","","1","Y","Y"
"060646741","2013","THE MILFORD HOSPITAL INC","CT","06460","03","2","3","1","THE MILFORD HOSPITAL INC","6460","127","Y","1234567","12","Y","Y","Y","12","123478","Y","N","N","0","Y","Y","250","Y","300","Y","1257","Y","Y","23456","Y","","Y","","1234","Y","","2","Y","Y"
"060646741","2013","THE MILFORD HOSPITAL INC","CT","06460","03","2","4","2","THE MILFORD HOSPITAL WALK-IN CENTER","6460","9","Y","1234567","12","Y","Y","Y","12","123478","Y","N","N","0","Y","Y","250","Y","300","Y","1257","Y","Y","23456","Y","","Y","","1234","Y","","2","Y","Y"
"232654910","2012","KidsPeace Childrens Hospital","PA","18078","03","1","2","1","KidsPeace Childrens Hospital","18069","13","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","400","Y","400","Y","123456","Y","Y","3456","Y","2","Y","","","Y","","4","Y","Y"
