conuty,state,fips,rate
"St. Louis City, MO",MO,29510,57.7
"Onondaga, NY",NY,36067,57.7
"Darke, OH",OH,39037,57.7
"Crane, TX",TX,48103,57.7
"Lamoille, VT",VT,50015,57.7
"Santa Barbara, CA",CA,6083,57.6
"Posey, IN",IN,18129,57.6
"Menominee, MI",MI,26109,57.6
"Washington, MN",MN,27163,57.5
"Knox, OH",OH,39083,57.5
"Calhoun, WV",WV,54013,57.5
"Redwood, MN",MN,27127,57.4
"Pike, PA",PA,42103,57.4
"Berrien, GA",GA,13019,57.3
"DeKalb, IL",IL,17037,57.3
"Anoka, MN",MN,27003,57.3
"Stewart, TN",TN,47161,57.3
"Franklin, MA",MA,25011,57.2
"Seward, NE",NE,31159,57.2
"Oregon, MO",MO,29149,57.1
"Meagher, MT",MT,30059,57.1
"Sandoval, NM",NM,35043,57.1
"Lac qui Parle, MN",MN,27073,57
"Saline, NE",NE,31151,57
"Schenectady, NY",NY,36093,57
"Faribault, MN",MN,27043,56.9
"Otsego, NY",NY,36077,56.9
"Tattnall, GA",GA,13267,56.8
"Shelby, IA",IA,19165,56.8
"Rice, MN",MN,27131,56.8
"Ventura, CA",CA,6111,56.7
"Wright, MN",MN,27171,56.7
"Pocahontas, WV",WV,54075,56.7
"Adams, CO",CO,8001,56.6
"Sublette, WY",WY,56035,56.6
"O’Brien, IA",IA,19141,56.5
"Chenango, NY",NY,36017,56.5
"Geneva, AL",AL,1061,56.4
"Orleans, NY",NY,36073,56.4
"Allendale, SC",SC,45005,56.4
"Saluda, SC",SC,45081,56.4
"Osceola, FL",FL,12097,56.3
"Swift, MN",MN,27151,56.3
"Coconino, AZ",AZ,4005,56.2
"Lawrence, MO",MO,29109,56.2
"Gonzales, TX",TX,48177,56.2
"Walker, GA",GA,13295,56.1
"Morrow, OH",OH,39117,56.1
"Jefferson, NY",NY,36045,56
"Price, WI",WI,55099,56
"Monroe, OH",OH,39111,55.9
"Winn, LA",LA,22127,55.8
"Grady, OK",OK,40051,55.7
"Monterey, CA",CA,6053,55.6
"Will, IL",IL,17197,55.5
"Sarpy, NE",NE,31153,55.5
"Travis, TX",TX,48453,55.5
"Fond du Lac, WI",WI,55039,55.5
"Broomfield, CO",CO,8014,55.4
"Kendall, IL",IL,17093,55.4
"Newton, MO",MO,29145,55.4
"Caldwell, TX",TX,48055,55.4
"Washington, OR",OR,41067,55.3
"Austin, TX",TX,48015,55.3
"Platte, WY",WY,56031,55.3
"Sheridan, WY",WY,56033,55.3
"Adair, IA",IA,19001,55.2
"Ontario, NY",NY,36069,55.2
"Clay, GA",GA,13061,55.1
"Franklin, IN",IN,18047,55.1
"Owen, KY",KY,21187,55.1
"Somerset, MD",MD,24039,55.1
"Greene, MS",MS,28041,55.1
"Hancock, GA",GA,13141,55
"Lee, GA",GA,13177,55
"Madison, ID",ID,16065,55
"Chester, PA",PA,42029,55
"Tyler, WV",WV,54095,55
"Douglas, CO",CO,8035,54.9
"San Bernardino, CA",CA,6071,54.8
"Lafayette, MO",MO,29107,54.8
"Ozark, MO",MO,29153,54.8
"Waldo, ME",ME,23027,54.7
"Edgecombe, NC",NC,37065,54.7
"Runnels, TX",TX,48399,54.7
"Lake, IL",IL,17097,54.6
"Logan, OK",OK,40083,54.6
"Gunnison, CO",CO,8051,54.5
"DeSoto, FL",FL,12027,54.5
"Brown, KS",KS,20013,54.5
"Durham, NC",NC,37063,54.4
"Quitman, MS",MS,28119,54.3
"Gasconade, MO",MO,29073,54.3
"Winona, MN",MN,27169,54.2
"Wyoming, NY",NY,36121,54.2
"Bowman, ND",ND,38011,54.2
"Presque Isle, MI",MI,26141,54.1
"Cheyenne, NE",NE,31033,54.1
"Mono, CA",CA,6051,54
"Dakota, MN",MN,27037,54
"Jones, GA",GA,13169,53.9
"Richardson, NE",NE,31147,53.9
"Sacramento, CA",CA,6067,53.8
"Tompkins, NY",NY,36109,53.8
"Imperial, CA",CA,6025,53.7
"Suffolk, NY",NY,36103,53.7
"Boone, IL",IL,17007,53.6
"Crawford, IN",IN,18025,53.6
"Antelope, NE",NE,31003,53.6
"Lake, CO",CO,8065,53.5
"Seminole, FL",FL,12117,53.5
"Saratoga, NY",NY,36091,53.5
"King George, VA",VA,51099,53.5
"Stafford, VA",VA,51179,53.5
"Rush, KS",KS,20165,53.4
"Nicholas, KY",KY,21181,53.4
"Terry, TX",TX,48445,53.4
"Essex, MA",MA,25009,53.2
"Rusk, TX",TX,48401,53.2
"Louisa, VA",VA,51109,53.2
"Lincoln, ME",ME,23015,53
"Stevens, MN",MN,27149,53
"Marathon, WI",WI,55073,53
"Forsyth, GA",GA,13117,52.9
"Lyon, MN",MN,27083,52.9
"Hamilton, IN",IN,18057,52.8
"Audubon, IA",IA,19009,52.8
"Crockett, TX",TX,48105,52.8
"Madera, CA",CA,6039,52.6
"Becker, MN",MN,27005,52.6
"Auglaize, OH",OH,39011,52.5
"Dallas, TX",TX,48113,52.5
"Whitman, WA",WA,53075,52.5
"Riverside, CA",CA,6065,52.4
"Sanilac, MI",MI,26151,52.4
"Tolland, CT",CT,9013,52.3
"Monroe, NY",NY,36055,52.3
"Gaines, TX",TX,48165,52.3
"Amelia, VA",VA,51007,52.3
"De Soto, LA",LA,22031,52.1
"St. Helena, LA",LA,22091,52.1
"Broward, FL",FL,12011,52
"Rice, KS",KS,20159,52
"Dawson, NE",NE,31047,52
"Cavalier, ND",ND,38019,52
"Spencer, KY",KY,21215,51.9
"Antrim, MI",MI,26009,51.9
"Sunflower, MS",MS,28133,51.8
"Wood, OH",OH,39173,51.8
"Webster, GA",GA,13307,51.7
"Benton, OR",OR,41003,51.7
"Albany, WY",WY,56001,51.7
"Cottonwood, MN",MN,27033,51.6
"Steele, MN",MN,27147,51.6
"Gallatin, MT",MT,30031,51.6
"Wayne, NE",NE,31179,51.6
"Pendleton, KY",KY,21191,51.5
"Adams, PA",PA,42001,51.5
"Brookings, SD",SD,46011,51.5
"Grant, WI",WI,55043,51.5
"Jefferson, FL",FL,12065,51.4
"Clearwater, ID",ID,16035,51.4
"Lee, AR",AR,5077,51.3
"Boulder, CO",CO,8013,51.3
"Marshall, MS",MS,28093,51.3
"Powhatan, VA",VA,51145,51.3
"Boone, MO",MO,29019,51.2
"Lehigh, PA",PA,42077,51.2
"Bristol, RI",RI,44001,51.2
"Duchesne, UT",UT,49013,51.2
"King, WA",WA,53033,51.2
"Cleburne, AL",AL,1029,51.1
"Goodhue, MN",MN,27049,51.1
"Kemper, MS",MS,28069,51.1
"Smith, MS",MS,28129,51
"Johnson, NE",NE,31097,51
"Cherokee, TX",TX,48073,51
"Jackson, KS",KS,20085,50.9
"East Feliciana, LA",LA,22037,50.8
"West Carroll, LA",LA,22123,50.8
"Cayuga, NY",NY,36011,50.8
"Centre, PA",PA,42027,50.7
"Lavaca, TX",TX,48285,50.7
"Washtenaw, MI",MI,26161,50.6
"Passaic, NJ",NJ,34031,50.6
"Schoharie, NY",NY,36095,50.6
"York, VA",VA,51199,50.6
"Fairbanks North Star, AK",AK,2090,50.5
"Carroll, MO",MO,29033,50.5
"Wirt, WV",WV,54105,50.5
"San Benito, CA",CA,6069,50.4
"Breckinridge, KY",KY,21027,50.4
"Forest, WI",WI,55041,50.4
"Telfair, GA",GA,13271,50.3
"Albany, NY",NY,36001,50.3
"Wallace, KS",KS,20199,50.1
"Union, NM",NM,35059,50
"Chittenden, VT",VT,50007,50
"Iowa, WI",WI,55049,50
"Caroline, MD",MD,24011,49.8
"Marshall, IL",IL,17123,49.6
"Delaware, IA",IA,19055,49.6
"Buena Vista, IA",IA,19021,49.5
"Garrard, KY",KY,21079,49.3
"Lamb, TX",TX,48279,49.3
"Henry, AL",AL,1067,49.2
"Dona Ana, NM",NM,35013,49.2
"Douglas, SD",SD,46043,49.2
"Fulton, GA",GA,13121,49.1
"Sherburne, MN",MN,27141,49.1
"Ashland, OH",OH,39005,49.1
"Choctaw, OK",OK,40023,49.1
"McDonald, MO",MO,29119,49
"Valley, MT",MT,30105,49
"Terrell, GA",GA,13273,48.9
"Livingston, NY",NY,36051,48.9
"Richmond, NY",NY,36085,48.9
"Amite, MS",MS,28005,48.8
"Pulaski, MO",MO,29169,48.8
"Eagle, CO",CO,8037,48.6
"Leavenworth, KS",KS,20103,48.6
"Jackson, KY",KY,21109,48.6
"Red River, LA",LA,22081,48.6
"Herkimer, NY",NY,36043,48.6
"Wyandot, OH",OH,39175,48.6
"DeWitt, TX",TX,48123,48.6
"DuPage, IL",IL,17043,48.5
"Windsor, VT",VT,50027,48.5
"Washington, KY",KY,21229,48.4
"Perry, AR",AR,5105,48.3
"Allamakee, IA",IA,19005,48.3
"Harris, TX",TX,48201,48.3
"Fairfield, CT",CT,9001,48.2
"Waseca, MN",MN,27161,48.2
"Norfolk, MA",MA,25021,48.1
"Mower, MN",MN,27099,48.1
"Dixie, FL",FL,12029,48
"Banks, GA",GA,13011,48
"Pope, IL",IL,17151,48
"Sullivan, PA",PA,42113,48
"Shawano, WI",WI,55115,48
"Switzerland, IN",IN,18155,47.9
"Mahnomen, MN",MN,27087,47.9
"Andrews, TX",TX,48003,47.9
"Clayton, GA",GA,13063,47.8
"Powder River, MT",MT,30075,47.8
"Decatur, IA",IA,19053,47.7
"Washington, MO",MO,29221,47.7
"Marshall, OK",OK,40095,47.7
"Yolo, CA",CA,6113,47.6
"Alexander, IL",IL,17003,47.6
"Winneshiek, IA",IA,19191,47.6
"Parke, IN",IN,18121,47.5
"Kearny, KS",KS,20093,47.5
"Grand, CO",CO,8049,47.4
"Morton, ND",ND,38059,47.4
"Morgan, OH",OH,39115,47.4
"Greer, OK",OK,40055,47.4
"Washington, IA",IA,19183,47.2
"Deaf Smith, TX",TX,48117,47.2
"Willacy, TX",TX,48489,47.2
"Gwinnett, GA",GA,13135,47.1
"Kiowa, OK",OK,40075,47.1
"Guadalupe, TX",TX,48187,47.1
"Gilchrist, FL",FL,12041,46.8
"Bedford, VA",VA,51019,46.8
"Solano, CA",CA,6095,46.7
"Vernon, WI",WI,55123,46.7
"Bremer, IA",IA,19017,46.6
"Burt, NE",NE,31021,46.6
"Tucker, WV",WV,54093,46.6
"Linn, MO",MO,29115,46.5
"Napa, CA",CA,6055,46.4
"Mercer, OH",OH,39107,46.4
"Perkins, SD",SD,46105,46.4
"Pender, NC",NC,37141,46.3
"Marshall, SD",SD,46091,46.3
"Carroll, OH",OH,39019,46.2
"Orange, FL",FL,12095,46
"Tensas, LA",LA,22107,46
"Ramsey, MN",MN,27123,46
"DeKalb, GA",GA,13089,45.9
"West Feliciana, LA",LA,22125,45.9
"Grant, MN",MN,27051,45.9
"Gentry, MO",MO,29075,45.9
"Pershing, NV",NV,32027,45.9
"Contra Costa, CA",CA,6013,45.8
"Payette, ID",ID,16075,45.8
"Park, MT",MT,30067,45.7
"Westmoreland, VA",VA,51193,45.7
"Adams, WI",WI,55001,45.7
"Houghton, MI",MI,26061,45.6
"Wheeler, TX",TX,48483,45.6
"Madison, TX",TX,48313,45.5
"Essex, NY",NY,36031,45.4
"Custer, SD",SD,46033,45.4
"Fremont, ID",ID,16043,45.3
"Carroll, VA",VA,51035,45.3
"Palo Alto, IA",IA,19147,45.2
"Nance, NE",NE,31125,45.2
"Morris, NJ",NJ,34027,45.2
"Plymouth, IA",IA,19149,45.1
"McLean, ND",ND,38055,45.1
"McPherson, SD",SD,46089,45.1
"Dodge, WI",WI,55027,45.1
"Hunterdon, NJ",NJ,34019,45
"Union, NJ",NJ,34039,44.9
"Callaway, MO",MO,29027,44.8
"Gallatin, KY",KY,21077,44.7
"Lamar, MS",MS,28073,44.7
"Story, IA",IA,19169,44.5
"Clay, SD",SD,46027,44.5
"Polk, TN",TN,47139,44.5
"Skamania, WA",WA,53059,44.5
"Watonwan, MN",MN,27165,44.4
"Middlesex, NJ",NJ,34023,44.4
"Frio, TX",TX,48163,44.4
"Denver, CO",CO,8031,44.3
"Cass, MI",MI,26027,44.3
"Bergen, NJ",NJ,34003,44.3
"Pacific, WA",WA,53049,44.3
"Spencer, IN",IN,18147,44.2
"Saunders, NE",NE,31155,44.1
"Nassau, NY",NY,36059,44.1
"Seneca, NY",NY,36099,44.1
"Wheeler, GA",GA,13309,44
"Orange, CA",CA,6059,43.9
"Orange, NC",NC,37135,43.9
"Addison, VT",VT,50001,43.8
"Screven, GA",GA,13251,43.7
"Carver, MN",MN,27019,43.7
"Chatham, NC",NC,37037,43.7
"Medina, TX",TX,48325,43.7
"Richmond, VA",VA,51159,43.5
"Island, WA",WA,53029,43.5
"Putnam, OH",OH,39137,43.4
"Atoka, OK",OK,40005,43.3
"Charlotte, VA",VA,51037,43.3
"Warren, IA",IA,19181,43.2
"Hennepin, MN",MN,27053,43.2
"Dunn, WI",WI,55033,43.1
"Valdez-Cordova, AK",AK,2261,43
"Gooding, ID",ID,16047,43
"Cook, IL",IL,17031,43
"Kossuth, IA",IA,19109,43
"Benton, MN",MN,27009,43
"Kane, IL",IL,17089,42.8
"Jones, IA",IA,19105,42.8
"McIntosh, ND",ND,38051,42.8
"Roberts, SD",SD,46109,42.8
"Orange, VT",VT,50017,42.8
"San Diego, CA",CA,6073,42.7
"Kit Carson, CO",CO,8063,42.6
"Tioga, NY",NY,36107,42.5
"Oglethorpe, GA",GA,13221,42.4
"Essex, NJ",NJ,34013,42.4
"King William, VA",VA,51101,42.3
"San Juan, WA",WA,53055,42.3
"Doddridge, WV",WV,54017,42.3
"Taylor, GA",GA,13269,42.2
"Hardee, FL",FL,12049,42.1
"Johnson, GA",GA,13167,42.1
"Moultrie, IL",IL,17139,42.1
"Nantucket, MA",MA,25019,42
"New York, NY",NY,36061,42
"Trinity, TX",TX,48455,42
"Prince George’s, MD",MD,24033,41.9
"McKenzie, ND",ND,38053,41.9
"Botetourt, VA",VA,51023,41.9
"Jasper, IL",IL,17079,41.8
"Jasper, MS",MS,28061,41.8
"Chariton, MO",MO,29041,41.8
"Putnam, NY",NY,36079,41.8
"Paulding, OH",OH,39125,41.8
"San Miguel, CO",CO,8113,41.6
"Jo Daviess, IL",IL,17085,41.6
"Edmonson, KY",KY,21061,41.6
"Lake, MI",MI,26085,41.5
"Cooper, MO",MO,29053,41.5
"Freeborn, MN",MN,27047,41.4
"Bottineau, ND",ND,38009,41.4
"Jefferson, OK",OK,40067,41.4
"Sumter, AL",AL,1119,41.3
"Colusa, CA",CA,6011,41.2
"Chisago, MN",MN,27025,41.1
"Glacier, MT",MT,30035,41.1
"Forest, PA",PA,42053,41
"Piatt, IL",IL,17147,40.9
"Jackson, LA",LA,22049,40.9
"Fort Bend, TX",TX,48157,40.9
"Dade, MO",MO,29057,40.7
"Kidder, ND",ND,38043,40.7
"St. Croix, WI",WI,55109,40.7
"Neosho, KS",KS,20133,40.6
"Traill, ND",ND,38097,40.6
"Prince William, VA",VA,51153,40.6
"Kittson, MN",MN,27069,40.4
"Blaine, ID",ID,16013,40.3
"Mills, IA",IA,19129,40.3
"Blaine, MT",MT,30005,40.2
"Liberty, FL",FL,12077,40
"Ouray, CO",CO,8091,39.9
"Brown, IN",IN,18013,39.9
"Jackson, IA",IA,19097,39.9
"Scott, MN",MN,27139,39.9
"Logan, AR",AR,5083,39.8
"Todd, KY",KY,21219,39.7
"Ochiltree, TX",TX,48357,39.7
"Clinton, MI",MI,26037,39.6
"Oconto, WI",WI,55083,39.6
"Lawrence, AR",AR,5075,39.5
"Val Verde, TX",TX,48465,39.5
"Marin, CA",CA,6041,39.4
"Ontonagon, MI",MI,26131,39.4
"Ste. Genevieve, MO",MO,29186,39.3
"Buchanan, IA",IA,19019,39.2
"Cibola, NM",NM,35006,39.2
"McCook, SD",SD,46087,39.2
"Middlesex, MA",MA,25017,38.8
"Norman, MN",MN,27107,38.8
"Somerset, NJ",NJ,34035,38.8
"Goshen, WY",WY,56015,38.8
"Hughes, OK",OK,40063,38.7
"Bandera, TX",TX,48019,38.5
"Bosque, TX",TX,48035,38.5
"Hudson, NJ",NJ,34017,38.3
"Loudoun, VA",VA,51107,38.3
"Jenkins, GA",GA,13165,38
"Jefferson, ID",ID,16051,37.9
"Macoupin, IL",IL,17117,37.9
"Meeker, MN",MN,27093,37.9
"Washington, AL",AL,1129,37.8
"Dallas, MO",MO,29059,37.8
"Yates, NY",NY,36123,37.8
"Perquimans, NC",NC,37143,37.8
"Montgomery, MD",MD,24031,37.6
"Yellow Medicine, MN",MN,27173,37.6
"Mercer, IL",IL,17131,37.5
"Pecos, TX",TX,48371,37.5
"Lee, SC",SC,45061,37.4
"El Paso, TX",TX,48141,37.4
"Rosebud, MT",MT,30087,37.3
"Howard, MD",MD,24027,37.1
"Cedar, NE",NE,31027,37.1
"Hamilton, FL",FL,12047,37
"Trimble, KY",KY,21223,37
"Westchester, NY",NY,36119,37
"Clinton, IL",IL,17027,36.9
"Howard, IA",IA,19089,36.7
"Clark, WI",WI,55019,36.6
"Kiowa, KS",KS,20097,36.5
"Suffolk, MA",MA,25025,36.5
"Pierce, WI",WI,55093,36.5
"Chickasaw, IA",IA,19037,36.4
"Cass, ND",ND,38017,36.4
"Fluvanna, VA",VA,51065,36.4
"Marquette, WI",WI,55077,36.4
"Lewis, NY",NY,36049,36.3
"Clear Creek, CO",CO,8019,36.1
"Murray, MN",MN,27101,36
"Cass, MN",MN,27021,35.9
"Alexandria, VA",VA,51510,35.9
"Clayton, IA",IA,19043,35.8
"Miner, SD",SD,46097,35.8
"District of Columbia, DC",DC,11001,35.7
"Johnson, IA",IA,19103,35.7
"Honolulu, HI",HI,15003,35.6
"Richland, ND",ND,38077,35.6
"San Francisco, CA",CA,6075,35.4
"Tallahatchie, MS",MS,28135,35.4
"Los Angeles, CA",CA,6037,35.3
"Marshall, KS",KS,20117,35.3
"Deuel, SD",SD,46039,35.3
"Woods, OK",OK,40151,35.2
"Elbert, CO",CO,8039,35.1
"Rockland, NY",NY,36087,35.1
"Crawford, IL",IL,17033,34.9
"Northumberland, VA",VA,51133,34.9
"Assumption, LA",LA,22007,34.7
"Greene, NC",NC,37079,34.6
"LaMoure, ND",ND,38045,34.4
"Rusk, WI",WI,55107,34.4
"Kodiak Island, AK",AK,2150,34.2
"Nelson, ND",ND,38063,34.1
"Chouteau, MT",MT,30015,34
"Warren, NC",NC,37185,33.9
"Campbell, VA",VA,51031,33.9
"Shelby, IL",IL,17173,33.7
"Alameda, CA",CA,6001,33.6
"Minidoka, ID",ID,16067,33.6
"Morgan, MO",MO,29141,33.5
"Olmsted, MN",MN,27109,33.3
"San Mateo, CA",CA,6081,33.2
"Phillips, CO",CO,8095,33.2
"Shelby, MO",MO,29205,33.1
"Charles Mix, SD",SD,46023,33.1
"Cumberland, VA",VA,51049,33.1
"Carroll, IN",IN,18015,32.9
"Rockingham, VA",VA,51165,32.6
"Red Lake, MN",MN,27125,32.5
"Daviess, MO",MO,29061,32.5
"Bureau, IL",IL,17011,32.4
"Crowley, CO",CO,8025,32.3
"Hancock, IL",IL,17067,32.3
"Bronx, NY",NY,36005,32.2
"Lincoln, SD",SD,46083,32.2
"Starr, TX",TX,48427,32.2
"Lake, MN",MN,27075,32.1
"Miami-Dade, FL",FL,12086,32
"Fairfax, VA",VA,51059,32
"Edwards, KS",KS,20047,31.9
"Lampasas, TX",TX,48281,31.7
"Renville, MN",MN,27129,31.6
"Taylor, WI",WI,55119,31.5
"Johnson, IL",IL,17087,31.4
"Atchison, MO",MO,29005,31.4
"Lewis, KY",KY,21135,31.3
"Fillmore, MN",MN,27045,31.3
"Liberty, MT",MT,30051,31.2
"Rich, UT",UT,49033,31.2
"Ida, IA",IA,19093,31.1
"Alcona, MI",MI,26001,31
"Burleson, TX",TX,48051,30.9
"Cass, IL",IL,17017,30.7
"Lyon, IA",IA,19119,30.7
"Sibley, MN",MN,27143,30.6
"Cuming, NE",NE,31039,30.6
"Nemaha, KS",KS,20131,30.5
"Tama, IA",IA,19171,30.4
"Jones, TX",TX,48253,30.3
"Clark, IL",IL,17023,30.1
"Putnam, IL",IL,17155,30.1
"Adams, WA",WA,53001,30
"Carroll, IL",IL,17015,29.8
"Jackson, TX",TX,48239,29.6
"Franklin, AR",AR,5047,29.5
"Hidalgo, TX",TX,48215,29.5
"Washburn, WI",WI,55129,29.5
"Cameron, TX",TX,48061,29.4
"Louisa, IA",IA,19115,29.3
"Rio Blanco, CO",CO,8103,29.2
"Maverick, TX",TX,48323,29.1
"Augusta, VA",VA,51015,29.1
"Alexander, NC",NC,37003,29
"Holmes, OH",OH,39075,29
"Lake, SD",SD,46079,29
"Webb, TX",TX,48479,29
"Sierra, CA",CA,6091,28.7
"Rock, MN",MN,27133,28.7
"Miami, KS",KS,20121,28.5
"Pitkin, CO",CO,8097,28.4
"Sioux, IA",IA,19167,28.4
"Torrance, NM",NM,35057,28.4
"Brooks, TX",TX,48047,28
"Wayne, MO",MO,29223,27.9
"Iowa, IA",IA,19095,27.7
"Clarke, VA",VA,51043,27.7
"Montgomery, GA",GA,13209,27.6
"Pike, IL",IL,17149,27.6
"Todd, MN",MN,27153,27.4
"Knox, NE",NE,31107,27.4
"Lincoln, OK",OK,40081,27.4
"Boyd, NE",NE,31015,27.3
"Wahkiakum, WA",WA,53069,27.3
"Monroe, WV",WV,54063,27.1
"Moore, TN",TN,47127,26.9
"Coosa, AL",AL,1037,26.8
"Jackson, WI",WI,55053,26.8
"Nelson, VA",VA,51125,26.7
"Ogle, IL",IL,17141,26.5
"Mitchell, IA",IA,19131,26.5
"Trigg, KY",KY,21221,26.4
"Roosevelt, MT",MT,30085,26.4
"Cass, NE",NE,31025,26.4
"Newton, IN",IN,18111,26.3
"Roosevelt, NM",NM,35041,26.3
"Santa Clara, CA",CA,6085,26.1
"Hancock, KY",KY,21091,26.1
"Goliad, TX",TX,48175,26.1
"Arlington, VA",VA,51013,26.1
"Washington, IL",IL,17189,26
"Pierce, NE",NE,31139,26
"Queens, NY",NY,36081,26
"Polk, NE",NE,31143,25.7
"Butte, SD",SD,46019,25.7
"Osage, MO",MO,29151,25.6
"Noble, OH",OH,39121,25.6
"Brunswick, VA",VA,51025,25.6
"Nicollet, MN",MN,27103,25.5
"Marshall, MN",MN,27089,25.4
"Waushara, WI",WI,55137,25.3
"Woodford, IL",IL,17203,25.1
"Santa Cruz, AZ",AZ,4023,24.8
"Kewaunee, WI",WI,55061,24.8
"Missaukee, MI",MI,26113,24.7
"Kings, NY",NY,36047,24.7
"Texas, OK",OK,40139,24.6
"Sussex, VA",VA,51183,24.6
"LaGrange, IN",IN,18087,24.5
"Pittsylvania, VA",VA,51143,24.4
"Kingfisher, OK",OK,40073,23.7
"Klickitat, WA",WA,53039,23.7
"Trempealeau, WI",WI,55121,23.5
"Bullock, AL",AL,1011,23.4
"McKinley, NM",NM,35031,23.1
"Houston, MN",MN,27055,23
"Tyler, TX",TX,48457,22.9
"Cedar, IA",IA,19031,22.7
"Owyhee, ID",ID,16073,22.6
"Taylor, IA",IA,19173,22.4
"Grant, OK",OK,40053,22.3
"Le Sueur, MN",MN,27079,22.2
"Upshur, TX",TX,48459,22.2
"Houston, TX",TX,48225,22
"Leelanau, MI",MI,26089,21.6
"Coffey, KS",KS,20031,21.4
"Schley, GA",GA,13249,21.2
"Gray, KS",KS,20069,21.2
"Benton, IN",IN,18007,21.1
"Sac, IA",IA,19161,21.1
"Bracken, KY",KY,21023,21.1
"Live Oak, TX",TX,48297,21.1
"Hettinger, ND",ND,38041,20.9
"Custer, ID",ID,16037,20.6
"Caroline, VA",VA,51033,20.6
"Calumet, WI",WI,55015,20.6
"Marion, GA",GA,13197,19.9
"Currituck, NC",NC,37053,19.8
"Lee, TX",TX,48287,19.6
"Tunica, MS",MS,28143,19.5
"Grimes, TX",TX,48185,19.5
"San Juan, UT",UT,49037,19.2
"Kingsbury, SD",SD,46077,19.1
"Haskell, TX",TX,48207,18.9
"Apache, AZ",AZ,4001,18.8
"Noble, OK",OK,40103,18.6
"Renville, ND",ND,38075,18.5
"Chautauqua, KS",KS,20019,18.4
"Grand Isle, VT",VT,50013,18.4
"Turner, SD",SD,46125,18.3
"Dodge, MN",MN,27039,18.2
"Lyman, SD",SD,46085,18
"Morrow, OR",OR,41049,17.9
"Douglas, IL",IL,17041,17.8
"Butler, IA",IA,19023,17.7
"Cedar, MO",MO,29039,17.7
"Dunn, ND",ND,38025,17.5
"Richland, WI",WI,55103,17.5
"Blanco, TX",TX,48031,17.1
"Lanier, GA",GA,13173,16.4
"Sullivan, MO",MO,29211,16.3
"Dallas, IA",IA,19049,16.1
"Grundy, IA",IA,19075,15.8
"Jefferson, MT",MT,30043,15.6
"Franklin, IA",IA,19069,15.3
"Goochland, VA",VA,51075,15.3
"Benton, IA",IA,19011,15.2
"Meade, SD",SD,46093,15
"Duval, TX",TX,48131,15
"Chambers, TX",TX,48071,14.5
"Stevens, KS",KS,20189,14.2
"Zapata, TX",TX,48505,14.2
"Caswell, NC",NC,37033,14.1
"Osage, OK",OK,40113,14.1
"Lafayette, WI",WI,55065,14.1
"Pike, GA",GA,13231,13.8
"Elk, KS",KS,20049,13.5
"Maries, MO",MO,29125,12.5
"Dixon, NE",NE,31051,12.5
"Harper, OK",OK,40059,12.4
"Mountrail, ND",ND,38061,12.1
"Fulton, PA",PA,42057,12
"Wabasha, MN",MN,27157,11.7
"Garfield, NE",NE,31071,11.4
"Valley, NE",NE,31175,11.2
"Essex, VT",VT,50009,10.8
"Sitka, AK",AK,2220,10.5
"Bayfield, WI",WI,55007,10.4
"Okfuskee, OK",OK,40107,9.7
"Blaine, OK",OK,40011,9.5
"Adams, IA",IA,19003,9.3
"Marion, KS",KS,20115,9.3
"Harris, GA",GA,13145,9
"Van Buren, TN",TN,47175,9
"Meigs, TN",TN,47121,8.7
"Grayson, VA",VA,51077,8.7
"Clay, KS",KS,20027,8.6
"Guadalupe, NM",NM,35019,8.6
"Pushmataha, OK",OK,40127,8.3
"Cotton, OK",OK,40033,8
"Johnston, OK",OK,40069,8
"Hickory, MO",MO,29085,7.7
"Daniels, MT",MT,30019,7.5
"Benson, ND",ND,38005,7.5
"Livingston, KY",KY,21139,7.4
"Yoakum, TX",TX,48501,7.1
"Wayne, IA",IA,19185,6.9
"De Baca, NM",NM,35011,6.9
"Barber, KS",KS,20007,6.8
"Fisher, TX",TX,48151,6.8
"Guthrie, IA",IA,19077,6.7
"Craig, VA",VA,51045,6.5
"Clark, MO",MO,29045,6.4
"Bath, VA",VA,51017,6.2
"Anderson, KS",KS,20003,6
"Clark, KS",KS,20025,6
"Linn, KS",KS,20107,5.9
"Major, OK",OK,40093,5.9
"Somervell, TX",TX,48425,5.9
"Dickens, TX",TX,48125,5.8
"Dinwiddie, VA",VA,51053,5.6
"Ford, IL",IL,17053,5.5
"Alfalfa, OK",OK,40003,5.5
"Morris, KS",KS,20127,5.4
"Jones, NC",NC,37103,5.4
"Waller, TX",TX,48473,5.4
"Rolette, ND",ND,38079,5.3
"Greenwood, KS",KS,20073,5.2
"Ness, KS",KS,20135,5.2
"Phillips, KS",KS,20147,5.2
"Fillmore, NE",NE,31059,5.2
"Thayer, NE",NE,31169,5.2
"Hodgeman, KS",KS,20083,5.1
"Republic, KS",KS,20157,5.1
"Boone, NE",NE,31011,5.1
"Hamilton, TX",TX,48193,5.1
"Sutton, TX",TX,48435,5.1
"Glades, FL",FL,12043,4.9
"Webster, NE",NE,31181,4.9
"Pike, AR",AR,5109,4.7
"Woodruff, AR",AR,5147,4.7
"Lincoln, KS",KS,20105,4.7
"Menifee, KY",KY,21165,4.7
"Middlesex, VA",VA,51119,4.5
"St. Clair, MO",MO,29185,4.3
"Worth, MO",MO,29227,4.3
"Deuel, NE",NE,31049,4.3
"Dewey, OK",OK,40043,4.3
"Coleman, TX",TX,48083,4.3
