"Subsidies"
"Industry Specialization Index (Location Quotient)" 
"Bureau of Economic Analysis" 
""
"Fips","Area","IndCode","Industry","2005","2010","2015"
"48000","Texas","61","        Legal services","(NM)","(NM)","(NM)"
"48000","Texas","62","        Computer systems design and related services","(NM)","(NM)","(NM)"
"48000","Texas","63","        Miscellaneous professional, scientific, and technical services","(NM)","(NM)","(NM)"
"48000","Texas","64","      Management of companies and enterprises","(NM)","(NM)","(NM)"
"48000","Texas","65","      Administrative and waste management services","(NM)","(NM)","(NM)"
"48000","Texas","66","        Administrative and support services","(NM)","(NM)","(NM)"
"48000","Texas","67","        Waste management and remediation services","(NM)","(NM)","(NM)"
"48000","Texas","68","    Educational services, health care, and social assistance","(NM)","(NM)","(NM)"
"48000","Texas","69","      Educational services","(NM)","(NM)","(NM)"
"48000","Texas","70","      Health care and social assistance","(NM)","(NM)","(NM)"
"48000","Texas","71","        Ambulatory health care services","(NM)","(NM)","(NM)"
"48000","Texas","72","        Hospitals and nursing and residential care facilities","(NM)","(NM)","(NM)"
"48000","Texas","73","        Social assistance","(NM)","(NM)","(NM)"
"48000","Texas","74","    Arts, entertainment, recreation, accommodation, and food services","(NM)","(NM)","(NM)"
"48000","Texas","75","      Arts, entertainment, and recreation","(NM)","(NM)","(NM)"
"48000","Texas","76","        Performing arts, spectator sports, museums, and related activities","(NM)","(NM)","(NM)"
"48000","Texas","77","        Amusements, gambling, and recreation industries","(NM)","(NM)","(NM)"
"48000","Texas","78","      Accommodation and food services","(NM)","(NM)","(NM)"
"48000","Texas","79","        Accommodation","(NM)","(NM)","(NM)"
"48000","Texas","80","        Food services and drinking places","(NM)","(NM)","(NM)"
"48000","Texas","81","    Other services, except government","(NM)","(NM)","(NM)"
"48000","Texas","82","  Government","(NM)","(NM)","(NM)"
"48000","Texas","83","    Federal civilian","(NM)","(NM)","(NM)"
"48000","Texas","84","    Federal military","(NM)","(NM)","(NM)"
"48000","Texas","85","    State and local","(NM)","(NM)","(NM)"
"48000","Texas","86","Addenda:","","",""
"48000","Texas","86","Natural resources and mining","(NM)","(NM)","(NM)"
"48000","Texas","87","Trade","(NM)","(NM)","(NM)"
"48000","Texas","88","Transportation and utilities","(NM)","(NM)","(NM)"
"48000","Texas","89","Private goods-producing industries","(NM)","(NM)","(NM)"
"48000","Texas","90","Private services-providing industries","(NM)","(NM)","(NM)"
"49000","Utah","1","All industry total","(NM)","(NM)","(NM)"
"49000","Utah","2","  Private industries","(NM)","(NM)","(NM)"
"49000","Utah","3","    Agriculture, forestry, fishing, and hunting","(NM)","(NM)","(NM)"
"49000","Utah","4","      Farms","(NM)","(NM)","(NM)"
"49000","Utah","5","      Forestry, fishing, and related activities","(NM)","(NM)","(NM)"
"49000","Utah","6","    Mining","(NM)","(NM)","(NM)"
"49000","Utah","7","      Oil and gas extraction","(NM)","(NM)","(NM)"
"49000","Utah","8","      Mining, except oil and gas","(NM)","(NM)","(NM)"
"49000","Utah","9","      Support activities for mining","(NM)","(NM)","(NM)"
"49000","Utah","10","    Utilities","(NM)","(NM)","(NM)"
"49000","Utah","11","    Construction","(NM)","(NM)","(NM)"
"49000","Utah","12","    Manufacturing","(NM)","(NM)","(NM)"
"49000","Utah","13","      Durable goods manufacturing","(NM)","(NM)","(NM)"
"49000","Utah","14","        Wood products manufacturing","(NM)","(NM)","(NM)"
"49000","Utah","15","        Nonmetallic mineral products manufacturing","(NM)","(NM)","(NM)"
"49000","Utah","16","        Primary metals manufacturing","(NM)","(NM)","(NM)"
"49000","Utah","17","        Fabricated metal products","(NM)","(NM)","(NM)"
"49000","Utah","18","        Machinery manufacturing","(NM)","(NM)","(NM)"
"49000","Utah","19","        Computer and electronic products manufacturing","(NM)","(NM)","(NM)"
"49000","Utah","20","        Electrical equipment, appliance, and components manufacturing","(NM)","(NM)","(NM)"
"49000","Utah","21","        Motor vehicles, bodies and trailers, and parts manufacturing","(NM)","(NM)","(NM)"
"49000","Utah","22","        Other transportation equipment manufacturing","(NM)","(NM)","(NM)"
"49000","Utah","23","        Furniture and related products manufacturing","(NM)","(NM)","(NM)"
"49000","Utah","24","        Miscellaneous manufacturing","(NM)","(NM)","(NM)"
"49000","Utah","25","      Nondurable goods manufacturing","(NM)","(NM)","(NM)"
"49000","Utah","26","        Food and beverage and tobacco products manufacturing","(NM)","(NM)","(NM)"
"49000","Utah","27","        Textile mills and textile product mills","(NM)","(NM)","(NM)"
"49000","Utah","28","        Apparel and leather and allied products manufacturing","(NM)","(NM)","(NM)"
"49000","Utah","29","        Paper products manufacturing","(NM)","(NM)","(NM)"
"49000","Utah","30","        Printing and related support activities","(NM)","(NM)","(NM)"
"49000","Utah","31","        Petroleum and coal products manufacturing","(NM)","(NM)","(NM)"
"49000","Utah","32","        Chemical products manufacturing","(NM)","(NM)","(NM)"
"49000","Utah","33","        Plastics and rubber products manufacturing","(NM)","(NM)","(NM)"
"49000","Utah","34","    Wholesale trade","(NM)","(NM)","(NM)"
"49000","Utah","35","    Retail trade","(NM)","(NM)","(NM)"
"49000","Utah","36","    Transportation and warehousing","(NM)","(NM)","(NM)"
"49000","Utah","37","      Air transportation","(NM)","(NM)","(NM)"
"49000","Utah","38","      Rail transportation","(NM)","(NM)","(NM)"
"49000","Utah","39","      Water transportation","(NM)","(NM)","(NM)"
"49000","Utah","40","      Truck transportation","(NM)","(NM)","(NM)"
"49000","Utah","41","      Transit and ground passenger transportation","(NM)","(NM)","(NM)"
"49000","Utah","42","      Pipeline transportation","(NM)","(NM)","(NM)"
"49000","Utah","43","      Other transportation and support activities","(NM)","(NM)","(NM)"
"49000","Utah","44","      Warehousing and storage","(NM)","(NM)","(NM)"
"49000","Utah","45","    Information","(NM)","(NM)","(NM)"
"49000","Utah","46","      Publishing industries, except Internet (includes software)","(NM)","(NM)","(NM)"
"49000","Utah","47","      Motion picture and sound recording industries","(NM)","(NM)","(NM)"
"49000","Utah","48","      Broadcasting and telecommunications","(NM)","(NM)","(NM)"
"49000","Utah","49","      Data processing, internet publishing, and other information services","(NM)","(NM)","(NM)"
"49000","Utah","50","    Finance, insurance, real estate, rental, and leasing","(NM)","(NM)","(NM)"
"49000","Utah","51","      Finance and insurance","(NM)","(NM)","(NM)"
"49000","Utah","52","        Federal Reserve banks, credit intermediation, and related services","(NM)","(NM)","(NM)"
"49000","Utah","53","        Securities, commodity contracts, and investments","(NM)","(NM)","(NM)"
"49000","Utah","54","        Insurance carriers and related activities","(NM)","(NM)","(NM)"
"49000","Utah","55","        Funds, trusts, and other financial vehicles","(NM)","(NM)","(NM)"
"49000","Utah","56","      Real estate and rental and leasing","(NM)","(NM)","(NM)"
"49000","Utah","57","        Real estate","(NM)","(NM)","(NM)"
"49000","Utah","58","        Rental and leasing services and lessors of intangible assets","(NM)","(NM)","(NM)"
"49000","Utah","59","    Professional and business services","(NM)","(NM)","(NM)"
"49000","Utah","60","      Professional, scientific, and technical services","(NM)","(NM)","(NM)"
"49000","Utah","61","        Legal services","(NM)","(NM)","(NM)"
"49000","Utah","62","        Computer systems design and related services","(NM)","(NM)","(NM)"
"49000","Utah","63","        Miscellaneous professional, scientific, and technical services","(NM)","(NM)","(NM)"
"49000","Utah","64","      Management of companies and enterprises","(NM)","(NM)","(NM)"
"49000","Utah","65","      Administrative and waste management services","(NM)","(NM)","(NM)"
"49000","Utah","66","        Administrative and support services","(NM)","(NM)","(NM)"
"49000","Utah","67","        Waste management and remediation services","(NM)","(NM)","(NM)"
"49000","Utah","68","    Educational services, health care, and social assistance","(NM)","(NM)","(NM)"
"49000","Utah","69","      Educational services","(NM)","(NM)","(NM)"
"49000","Utah","70","      Health care and social assistance","(NM)","(NM)","(NM)"
"49000","Utah","71","        Ambulatory health care services","(NM)","(NM)","(NM)"
"49000","Utah","72","        Hospitals and nursing and residential care facilities","(NM)","(NM)","(NM)"
"49000","Utah","73","        Social assistance","(NM)","(NM)","(NM)"
"49000","Utah","74","    Arts, entertainment, recreation, accommodation, and food services","(NM)","(NM)","(NM)"
"49000","Utah","75","      Arts, entertainment, and recreation","(NM)","(NM)","(NM)"
"49000","Utah","76","        Performing arts, spectator sports, museums, and related activities","(NM)","(NM)","(NM)"
"49000","Utah","77","        Amusements, gambling, and recreation industries","(NM)","(NM)","(NM)"
"49000","Utah","78","      Accommodation and food services","(NM)","(NM)","(NM)"
"49000","Utah","79","        Accommodation","(NM)","(NM)","(NM)"
"49000","Utah","80","        Food services and drinking places","(NM)","(NM)","(NM)"
"49000","Utah","81","    Other services, except government","(NM)","(NM)","(NM)"
"49000","Utah","82","  Government","(NM)","(NM)","(NM)"
"49000","Utah","83","    Federal civilian","(NM)","(NM)","(NM)"
"49000","Utah","84","    Federal military","(NM)","(NM)","(NM)"
"49000","Utah","85","    State and local","(NM)","(NM)","(NM)"
"49000","Utah","86","Addenda:","","",""
"49000","Utah","86","Natural resources and mining","(NM)","(NM)","(NM)"
"49000","Utah","87","Trade","(NM)","(NM)","(NM)"
"49000","Utah","88","Transportation and utilities","(NM)","(NM)","(NM)"
"49000","Utah","89","Private goods-producing industries","(NM)","(NM)","(NM)"
"49000","Utah","90","Private services-providing industries","(NM)","(NM)","(NM)"
"50000","Vermont","1","All industry total","(NM)","(NM)","(NM)"
"50000","Vermont","2","  Private industries","(NM)","(NM)","(NM)"
"50000","Vermont","3","    Agriculture, forestry, fishing, and hunting","(NM)","(NM)","(NM)"
"50000","Vermont","4","      Farms","(NM)","(NM)","(NM)"
"50000","Vermont","5","      Forestry, fishing, and related activities","(NM)","(NM)","(NM)"
"50000","Vermont","6","    Mining","(NM)","(NM)","(NM)"
"50000","Vermont","7","      Oil and gas extraction","(NM)","(NM)","(NM)"
"50000","Vermont","8","      Mining, except oil and gas","(NM)","(NM)","(NM)"
"50000","Vermont","9","      Support activities for mining","(NM)","(NM)","(NM)"
"50000","Vermont","10","    Utilities","(NM)","(NM)","(NM)"
"50000","Vermont","11","    Construction","(NM)","(NM)","(NM)"
"50000","Vermont","12","    Manufacturing","(NM)","(NM)","(NM)"
"50000","Vermont","13","      Durable goods manufacturing","(NM)","(NM)","(NM)"
"50000","Vermont","14","        Wood products manufacturing","(NM)","(NM)","(NM)"
"50000","Vermont","15","        Nonmetallic mineral products manufacturing","(NM)","(NM)","(NM)"
"50000","Vermont","16","        Primary metals manufacturing","(NM)","(NM)","(NM)"
"50000","Vermont","17","        Fabricated metal products","(NM)","(NM)","(NM)"
"50000","Vermont","18","        Machinery manufacturing","(NM)","(NM)","(NM)"
"50000","Vermont","19","        Computer and electronic products manufacturing","(NM)","(NM)","(NM)"
"50000","Vermont","20","        Electrical equipment, appliance, and components manufacturing","(NM)","(NM)","(NM)"
"50000","Vermont","21","        Motor vehicles, bodies and trailers, and parts manufacturing","(NM)","(NM)","(NM)"
"50000","Vermont","22","        Other transportation equipment manufacturing","(NM)","(NM)","(NM)"
"50000","Vermont","23","        Furniture and related products manufacturing","(NM)","(NM)","(NM)"
"50000","Vermont","24","        Miscellaneous manufacturing","(NM)","(NM)","(NM)"
"50000","Vermont","25","      Nondurable goods manufacturing","(NM)","(NM)","(NM)"
"50000","Vermont","26","        Food and beverage and tobacco products manufacturing","(NM)","(NM)","(NM)"
"50000","Vermont","27","        Textile mills and textile product mills","(NM)","(NM)","(NM)"
"50000","Vermont","28","        Apparel and leather and allied products manufacturing","(NM)","(NM)","(NM)"
"50000","Vermont","29","        Paper products manufacturing","(NM)","(NM)","(NM)"
"50000","Vermont","30","        Printing and related support activities","(NM)","(NM)","(NM)"
"50000","Vermont","31","        Petroleum and coal products manufacturing","(NM)","(NM)","(NM)"
"50000","Vermont","32","        Chemical products manufacturing","(NM)","(NM)","(NM)"
"50000","Vermont","33","        Plastics and rubber products manufacturing","(NM)","(NM)","(NM)"
"50000","Vermont","34","    Wholesale trade","(NM)","(NM)","(NM)"
"50000","Vermont","35","    Retail trade","(NM)","(NM)","(NM)"
"50000","Vermont","36","    Transportation and warehousing","(NM)","(NM)","(NM)"
"50000","Vermont","37","      Air transportation","(NM)","(NM)","(NM)"
"50000","Vermont","38","      Rail transportation","(NM)","(NM)","(NM)"
"50000","Vermont","39","      Water transportation","(NM)","(NM)","(NM)"
"50000","Vermont","40","      Truck transportation","(NM)","(NM)","(NM)"
"50000","Vermont","41","      Transit and ground passenger transportation","(NM)","(NM)","(NM)"
"50000","Vermont","42","      Pipeline transportation","(NM)","(NM)","(NM)"
"50000","Vermont","43","      Other transportation and support activities","(NM)","(NM)","(NM)"
"50000","Vermont","44","      Warehousing and storage","(NM)","(NM)","(NM)"
"50000","Vermont","45","    Information","(NM)","(NM)","(NM)"
"50000","Vermont","46","      Publishing industries, except Internet (includes software)","(NM)","(NM)","(NM)"
"50000","Vermont","47","      Motion picture and sound recording industries","(NM)","(NM)","(NM)"
"50000","Vermont","48","      Broadcasting and telecommunications","(NM)","(NM)","(NM)"
"50000","Vermont","49","      Data processing, internet publishing, and other information services","(NM)","(NM)","(NM)"
"50000","Vermont","50","    Finance, insurance, real estate, rental, and leasing","(NM)","(NM)","(NM)"
"50000","Vermont","51","      Finance and insurance","(NM)","(NM)","(NM)"
"50000","Vermont","52","        Federal Reserve banks, credit intermediation, and related services","(NM)","(NM)","(NM)"
"50000","Vermont","53","        Securities, commodity contracts, and investments","(NM)","(NM)","(NM)"
"50000","Vermont","54","        Insurance carriers and related activities","(NM)","(NM)","(NM)"
"50000","Vermont","55","        Funds, trusts, and other financial vehicles","(NM)","(NM)","(NM)"
"50000","Vermont","56","      Real estate and rental and leasing","(NM)","(NM)","(NM)"
"50000","Vermont","57","        Real estate","(NM)","(NM)","(NM)"
"50000","Vermont","58","        Rental and leasing services and lessors of intangible assets","(NM)","(NM)","(NM)"
"50000","Vermont","59","    Professional and business services","(NM)","(NM)","(NM)"
"50000","Vermont","60","      Professional, scientific, and technical services","(NM)","(NM)","(NM)"
"50000","Vermont","61","        Legal services","(NM)","(NM)","(NM)"
"50000","Vermont","62","        Computer systems design and related services","(NM)","(NM)","(NM)"
"50000","Vermont","63","        Miscellaneous professional, scientific, and technical services","(NM)","(NM)","(NM)"
"50000","Vermont","64","      Management of companies and enterprises","(NM)","(NM)","(NM)"
"50000","Vermont","65","      Administrative and waste management services","(NM)","(NM)","(NM)"
"50000","Vermont","66","        Administrative and support services","(NM)","(NM)","(NM)"
"50000","Vermont","67","        Waste management and remediation services","(NM)","(NM)","(NM)"
"50000","Vermont","68","    Educational services, health care, and social assistance","(NM)","(NM)","(NM)"
"50000","Vermont","69","      Educational services","(NM)","(NM)","(NM)"
"50000","Vermont","70","      Health care and social assistance","(NM)","(NM)","(NM)"
"50000","Vermont","71","        Ambulatory health care services","(NM)","(NM)","(NM)"
"50000","Vermont","72","        Hospitals and nursing and residential care facilities","(NM)","(NM)","(NM)"
"50000","Vermont","73","        Social assistance","(NM)","(NM)","(NM)"
"50000","Vermont","74","    Arts, entertainment, recreation, accommodation, and food services","(NM)","(NM)","(NM)"
"50000","Vermont","75","      Arts, entertainment, and recreation","(NM)","(NM)","(NM)"
"50000","Vermont","76","        Performing arts, spectator sports, museums, and related activities","(NM)","(NM)","(NM)"
"50000","Vermont","77","        Amusements, gambling, and recreation industries","(NM)","(NM)","(NM)"
"50000","Vermont","78","      Accommodation and food services","(NM)","(NM)","(NM)"
"50000","Vermont","79","        Accommodation","(NM)","(NM)","(NM)"
"50000","Vermont","80","        Food services and drinking places","(NM)","(NM)","(NM)"
"50000","Vermont","81","    Other services, except government","(NM)","(NM)","(NM)"
"50000","Vermont","82","  Government","(NM)","(NM)","(NM)"
"50000","Vermont","83","    Federal civilian","(NM)","(NM)","(NM)"
"50000","Vermont","84","    Federal military","(NM)","(NM)","(NM)"
"50000","Vermont","85","    State and local","(NM)","(NM)","(NM)"
"50000","Vermont","86","Addenda:","","",""
"50000","Vermont","86","Natural resources and mining","(NM)","(NM)","(NM)"
"50000","Vermont","87","Trade","(NM)","(NM)","(NM)"
"50000","Vermont","88","Transportation and utilities","(NM)","(NM)","(NM)"
"50000","Vermont","89","Private goods-producing industries","(NM)","(NM)","(NM)"
"50000","Vermont","90","Private services-providing industries","(NM)","(NM)","(NM)"
"51000","Virginia","1","All industry total","(NM)","(NM)","(NM)"
"51000","Virginia","2","  Private industries","(NM)","(NM)","(NM)"
"51000","Virginia","3","    Agriculture, forestry, fishing, and hunting","(NM)","(NM)","(NM)"
"51000","Virginia","4","      Farms","(NM)","(NM)","(NM)"
"51000","Virginia","5","      Forestry, fishing, and related activities","(NM)","(NM)","(NM)"
"51000","Virginia","6","    Mining","(NM)","(NM)","(NM)"
"51000","Virginia","7","      Oil and gas extraction","(NM)","(NM)","(NM)"
"51000","Virginia","8","      Mining, except oil and gas","(NM)","(NM)","(NM)"
"51000","Virginia","9","      Support activities for mining","(NM)","(NM)","(NM)"
"51000","Virginia","10","    Utilities","(NM)","(NM)","(NM)"
"51000","Virginia","11","    Construction","(NM)","(NM)","(NM)"
"51000","Virginia","12","    Manufacturing","(NM)","(NM)","(NM)"
"51000","Virginia","13","      Durable goods manufacturing","(NM)","(NM)","(NM)"
"51000","Virginia","14","        Wood products manufacturing","(NM)","(NM)","(NM)"
"51000","Virginia","15","        Nonmetallic mineral products manufacturing","(NM)","(NM)","(NM)"
"51000","Virginia","16","        Primary metals manufacturing","(NM)","(NM)","(NM)"
"51000","Virginia","17","        Fabricated metal products","(NM)","(NM)","(NM)"
"51000","Virginia","18","        Machinery manufacturing","(NM)","(NM)","(NM)"
"51000","Virginia","19","        Computer and electronic products manufacturing","(NM)","(NM)","(NM)"
"51000","Virginia","20","        Electrical equipment, appliance, and components manufacturing","(NM)","(NM)","(NM)"
"51000","Virginia","21","        Motor vehicles, bodies and trailers, and parts manufacturing","(NM)","(NM)","(NM)"
"51000","Virginia","22","        Other transportation equipment manufacturing","(NM)","(NM)","(NM)"
"51000","Virginia","23","        Furniture and related products manufacturing","(NM)","(NM)","(NM)"
"51000","Virginia","24","        Miscellaneous manufacturing","(NM)","(NM)","(NM)"
"51000","Virginia","25","      Nondurable goods manufacturing","(NM)","(NM)","(NM)"
"51000","Virginia","26","        Food and beverage and tobacco products manufacturing","(NM)","(NM)","(NM)"
"51000","Virginia","27","        Textile mills and textile product mills","(NM)","(NM)","(NM)"
"51000","Virginia","28","        Apparel and leather and allied products manufacturing","(NM)","(NM)","(NM)"
"51000","Virginia","29","        Paper products manufacturing","(NM)","(NM)","(NM)"
"51000","Virginia","30","        Printing and related support activities","(NM)","(NM)","(NM)"
"51000","Virginia","31","        Petroleum and coal products manufacturing","(NM)","(NM)","(NM)"
"51000","Virginia","32","        Chemical products manufacturing","(NM)","(NM)","(NM)"
"51000","Virginia","33","        Plastics and rubber products manufacturing","(NM)","(NM)","(NM)"
"51000","Virginia","34","    Wholesale trade","(NM)","(NM)","(NM)"
"51000","Virginia","35","    Retail trade","(NM)","(NM)","(NM)"
"51000","Virginia","36","    Transportation and warehousing","(NM)","(NM)","(NM)"
"51000","Virginia","37","      Air transportation","(NM)","(NM)","(NM)"
"51000","Virginia","38","      Rail transportation","(NM)","(NM)","(NM)"
"51000","Virginia","39","      Water transportation","(NM)","(NM)","(NM)"
"51000","Virginia","40","      Truck transportation","(NM)","(NM)","(NM)"
"51000","Virginia","41","      Transit and ground passenger transportation","(NM)","(NM)","(NM)"
"51000","Virginia","42","      Pipeline transportation","(NM)","(NM)","(NM)"
"51000","Virginia","43","      Other transportation and support activities","(NM)","(NM)","(NM)"
"51000","Virginia","44","      Warehousing and storage","(NM)","(NM)","(NM)"
"51000","Virginia","45","    Information","(NM)","(NM)","(NM)"
"51000","Virginia","46","      Publishing industries, except Internet (includes software)","(NM)","(NM)","(NM)"
"51000","Virginia","47","      Motion picture and sound recording industries","(NM)","(NM)","(NM)"
"51000","Virginia","48","      Broadcasting and telecommunications","(NM)","(NM)","(NM)"
"51000","Virginia","49","      Data processing, internet publishing, and other information services","(NM)","(NM)","(NM)"
"51000","Virginia","50","    Finance, insurance, real estate, rental, and leasing","(NM)","(NM)","(NM)"
"51000","Virginia","51","      Finance and insurance","(NM)","(NM)","(NM)"
"51000","Virginia","52","        Federal Reserve banks, credit intermediation, and related services","(NM)","(NM)","(NM)"
"51000","Virginia","53","        Securities, commodity contracts, and investments","(NM)","(NM)","(NM)"
"51000","Virginia","54","        Insurance carriers and related activities","(NM)","(NM)","(NM)"
"51000","Virginia","55","        Funds, trusts, and other financial vehicles","(NM)","(NM)","(NM)"
"51000","Virginia","56","      Real estate and rental and leasing","(NM)","(NM)","(NM)"
"51000","Virginia","57","        Real estate","(NM)","(NM)","(NM)"
"51000","Virginia","58","        Rental and leasing services and lessors of intangible assets","(NM)","(NM)","(NM)"
"51000","Virginia","59","    Professional and business services","(NM)","(NM)","(NM)"
"51000","Virginia","60","      Professional, scientific, and technical services","(NM)","(NM)","(NM)"
"51000","Virginia","61","        Legal services","(NM)","(NM)","(NM)"
"51000","Virginia","62","        Computer systems design and related services","(NM)","(NM)","(NM)"
"51000","Virginia","63","        Miscellaneous professional, scientific, and technical services","(NM)","(NM)","(NM)"
"51000","Virginia","64","      Management of companies and enterprises","(NM)","(NM)","(NM)"
"51000","Virginia","65","      Administrative and waste management services","(NM)","(NM)","(NM)"
"51000","Virginia","66","        Administrative and support services","(NM)","(NM)","(NM)"
"51000","Virginia","67","        Waste management and remediation services","(NM)","(NM)","(NM)"
"51000","Virginia","68","    Educational services, health care, and social assistance","(NM)","(NM)","(NM)"
"51000","Virginia","69","      Educational services","(NM)","(NM)","(NM)"
"51000","Virginia","70","      Health care and social assistance","(NM)","(NM)","(NM)"
"51000","Virginia","71","        Ambulatory health care services","(NM)","(NM)","(NM)"
"51000","Virginia","72","        Hospitals and nursing and residential care facilities","(NM)","(NM)","(NM)"
"51000","Virginia","73","        Social assistance","(NM)","(NM)","(NM)"
"51000","Virginia","74","    Arts, entertainment, recreation, accommodation, and food services","(NM)","(NM)","(NM)"
"51000","Virginia","75","      Arts, entertainment, and recreation","(NM)","(NM)","(NM)"
"51000","Virginia","76","        Performing arts, spectator sports, museums, and related activities","(NM)","(NM)","(NM)"
"51000","Virginia","77","        Amusements, gambling, and recreation industries","(NM)","(NM)","(NM)"
"51000","Virginia","78","      Accommodation and food services","(NM)","(NM)","(NM)"
"51000","Virginia","79","        Accommodation","(NM)","(NM)","(NM)"
"51000","Virginia","80","        Food services and drinking places","(NM)","(NM)","(NM)"
"51000","Virginia","81","    Other services, except government","(NM)","(NM)","(NM)"
"51000","Virginia","82","  Government","(NM)","(NM)","(NM)"
"51000","Virginia","83","    Federal civilian","(NM)","(NM)","(NM)"
"51000","Virginia","84","    Federal military","(NM)","(NM)","(NM)"
"51000","Virginia","85","    State and local","(NM)","(NM)","(NM)"
"51000","Virginia","86","Addenda:","","",""
"51000","Virginia","86","Natural resources and mining","(NM)","(NM)","(NM)"
"51000","Virginia","87","Trade","(NM)","(NM)","(NM)"
"51000","Virginia","88","Transportation and utilities","(NM)","(NM)","(NM)"
"51000","Virginia","89","Private goods-producing industries","(NM)","(NM)","(NM)"
"51000","Virginia","90","Private services-providing industries","(NM)","(NM)","(NM)"
"53000","Washington","1","All industry total","(NM)","(NM)","(NM)"
"53000","Washington","2","  Private industries","(NM)","(NM)","(NM)"
"53000","Washington","3","    Agriculture, forestry, fishing, and hunting","(NM)","(NM)","(NM)"
"53000","Washington","4","      Farms","(NM)","(NM)","(NM)"
"53000","Washington","5","      Forestry, fishing, and related activities","(NM)","(NM)","(NM)"
"53000","Washington","6","    Mining","(NM)","(NM)","(NM)"
"53000","Washington","7","      Oil and gas extraction","(NM)","(NM)","(NM)"
"53000","Washington","8","      Mining, except oil and gas","(NM)","(NM)","(NM)"
"53000","Washington","9","      Support activities for mining","(NM)","(NM)","(NM)"
"53000","Washington","10","    Utilities","(NM)","(NM)","(NM)"
"53000","Washington","11","    Construction","(NM)","(NM)","(NM)"
"53000","Washington","12","    Manufacturing","(NM)","(NM)","(NM)"
"53000","Washington","13","      Durable goods manufacturing","(NM)","(NM)","(NM)"
"53000","Washington","14","        Wood products manufacturing","(NM)","(NM)","(NM)"
"53000","Washington","15","        Nonmetallic mineral products manufacturing","(NM)","(NM)","(NM)"
"53000","Washington","16","        Primary metals manufacturing","(NM)","(NM)","(NM)"
"53000","Washington","17","        Fabricated metal products","(NM)","(NM)","(NM)"
"53000","Washington","18","        Machinery manufacturing","(NM)","(NM)","(NM)"
"53000","Washington","19","        Computer and electronic products manufacturing","(NM)","(NM)","(NM)"
"53000","Washington","20","        Electrical equipment, appliance, and components manufacturing","(NM)","(NM)","(NM)"
"53000","Washington","21","        Motor vehicles, bodies and trailers, and parts manufacturing","(NM)","(NM)","(NM)"
"53000","Washington","22","        Other transportation equipment manufacturing","(NM)","(NM)","(NM)"
"53000","Washington","23","        Furniture and related products manufacturing","(NM)","(NM)","(NM)"
"53000","Washington","24","        Miscellaneous manufacturing","(NM)","(NM)","(NM)"
"53000","Washington","25","      Nondurable goods manufacturing","(NM)","(NM)","(NM)"
"53000","Washington","26","        Food and beverage and tobacco products manufacturing","(NM)","(NM)","(NM)"
"53000","Washington","27","        Textile mills and textile product mills","(NM)","(NM)","(NM)"
"53000","Washington","28","        Apparel and leather and allied products manufacturing","(NM)","(NM)","(NM)"
"53000","Washington","29","        Paper products manufacturing","(NM)","(NM)","(NM)"
"53000","Washington","30","        Printing and related support activities","(NM)","(NM)","(NM)"
"53000","Washington","31","        Petroleum and coal products manufacturing","(NM)","(NM)","(NM)"
"53000","Washington","32","        Chemical products manufacturing","(NM)","(NM)","(NM)"
"53000","Washington","33","        Plastics and rubber products manufacturing","(NM)","(NM)","(NM)"
"53000","Washington","34","    Wholesale trade","(NM)","(NM)","(NM)"
"53000","Washington","35","    Retail trade","(NM)","(NM)","(NM)"
"53000","Washington","36","    Transportation and warehousing","(NM)","(NM)","(NM)"
"53000","Washington","37","      Air transportation","(NM)","(NM)","(NM)"
"53000","Washington","38","      Rail transportation","(NM)","(NM)","(NM)"
"53000","Washington","39","      Water transportation","(NM)","(NM)","(NM)"
"53000","Washington","40","      Truck transportation","(NM)","(NM)","(NM)"
"53000","Washington","41","      Transit and ground passenger transportation","(NM)","(NM)","(NM)"
"53000","Washington","42","      Pipeline transportation","(NM)","(NM)","(NM)"
"53000","Washington","43","      Other transportation and support activities","(NM)","(NM)","(NM)"
"53000","Washington","44","      Warehousing and storage","(NM)","(NM)","(NM)"
"53000","Washington","45","    Information","(NM)","(NM)","(NM)"
"53000","Washington","46","      Publishing industries, except Internet (includes software)","(NM)","(NM)","(NM)"
"53000","Washington","47","      Motion picture and sound recording industries","(NM)","(NM)","(NM)"
"53000","Washington","48","      Broadcasting and telecommunications","(NM)","(NM)","(NM)"
"53000","Washington","49","      Data processing, internet publishing, and other information services","(NM)","(NM)","(NM)"
"53000","Washington","50","    Finance, insurance, real estate, rental, and leasing","(NM)","(NM)","(NM)"
"53000","Washington","51","      Finance and insurance","(NM)","(NM)","(NM)"
"53000","Washington","52","        Federal Reserve banks, credit intermediation, and related services","(NM)","(NM)","(NM)"
"53000","Washington","53","        Securities, commodity contracts, and investments","(NM)","(NM)","(NM)"
"53000","Washington","54","        Insurance carriers and related activities","(NM)","(NM)","(NM)"
"53000","Washington","55","        Funds, trusts, and other financial vehicles","(NM)","(NM)","(NM)"
"53000","Washington","56","      Real estate and rental and leasing","(NM)","(NM)","(NM)"
"53000","Washington","57","        Real estate","(NM)","(NM)","(NM)"
"53000","Washington","58","        Rental and leasing services and lessors of intangible assets","(NM)","(NM)","(NM)"
"53000","Washington","59","    Professional and business services","(NM)","(NM)","(NM)"
"53000","Washington","60","      Professional, scientific, and technical services","(NM)","(NM)","(NM)"
"53000","Washington","61","        Legal services","(NM)","(NM)","(NM)"
